CAMPING_UNIT_TYPE,CAMPING_UNIT_NAME,ID,NAME,CAMPSITE_TYPE_NAME,CAMPING_UNIT_DESCRIP,CAMPGROUND_LOOP_NAME,CAMPGROUND_NAME,CAMPGROUND_TYPE_NAME,CONTAINING_MGMT_UNIT_NAME,LAM_PROGRAM_PROJECT_CODE,CONTAINING_MGMT_UNIT_TYPE_NAME,SHAPE_COLLECTION_METHOD,AMPS_30_FLAG,AMPS_50_FLAG,SITE_PAD_LENGTH_FT,SITE_PAD_WIDTH_FT,SITE_PAD_TYPE_NAME,PULL_THROUGH_BACK_IN_FLAG,LEFT_SLIDE_OUT_FLAG,RIGHT_SLIDE_OUT_FLAG,TENT_PAD_DIMENSIONS_FT_X_FT,TENT_PAD_TYPE_NAME,DISTANCE_TO_WATER_BODY,DISTANCE_TO_RESTROOM,DISTANCE_TO_SHOWER,DISTANCE_TO_DUMP_STATION,HIKE_IN_DISTANCE,PICNIC_TABLE_FLAG,ADA_ACCESSIBLE_FLAG,DIRECTIONS,FOOD_LOCKER_FLAG,WATER_FRONT_FLAG,PETS_ALLOWED_FLAG,CAPACITY_PEOPLE,CAPACITY_VEHICLES,FIRE_RING_FLAG,GRILL_TYPE_NAME,SEATING_TYPE_NAME,SHADE_TYPE_NAME,COUNTY_NAME,PAT_AREA_NAME,PAT_DISTRICT_NAME,DNR_REGION_NAME,DNR_REGION_CODE,MN_TOURISM_REGION_NAME
Campsite,33E,,,Drive-In Electric,,,Bear Head Lake Campground,,Bear Head Lake State Park,SPK00109,State Park,Global Positioning System,t,,42,10,Gravel,B,t,t,8x14,Grass/ Bare Ground,.2 mile,160',160',.4 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,St. Louis,2B,3,Northeast Region,2,Northeast
Campsite,34E,,,Drive-In Electric,,,Bear Head Lake Campground,,Bear Head Lake State Park,SPK00109,State Park,Global Positioning System,t,,61,10,Gravel,B,t,t,9x10,Grass/ Bare Ground,.2 mile,247',247',.4 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,St. Louis,2B,3,Northeast Region,2,Northeast
Campsite,35E,,,Drive-In Electric,,,Bear Head Lake Campground,,Bear Head Lake State Park,SPK00109,State Park,Global Positioning System,t,,33,9,Gravel,B,f,t,14x14,Grass/ Bare Ground,.2 mile,247',247',.4 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,St. Louis,2B,3,Northeast Region,2,Northeast
Campsite,36E,,,Drive-In Electric,,,Bear Head Lake Campground,,Bear Head Lake State Park,SPK00109,State Park,Global Positioning System,t,,52,11,Gravel,B,f,t,9x10,Grass/ Bare Ground,.2 mile,283',283',.4 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,St. Louis,2B,3,Northeast Region,2,Northeast
Campsite,37E,,,Drive-In Electric,,,Bear Head Lake Campground,,Bear Head Lake State Park,SPK00109,State Park,Global Positioning System,t,,49,11,Gravel,B,t,t,7x12,Grass/ Bare Ground,.2 mile,354',354',.4 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,St. Louis,2B,3,Northeast Region,2,Northeast
Campsite,38E,,,Drive-In Electric,,,Bear Head Lake Campground,,Bear Head Lake State Park,SPK00109,State Park,Global Positioning System,t,,50,11,Gravel,B,t,t,8x12,Grass/ Bare Ground,.2 mile,393',393',.4 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,St. Louis,2B,3,Northeast Region,2,Northeast
Campsite,39E,,,Drive-In Electric,,,Bear Head Lake Campground,,Bear Head Lake State Park,SPK00109,State Park,Global Positioning System,,t,54,11,Gravel,B,t,t,10x17,Grass/ Bare Ground,.2 mile,443',443',,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,St. Louis,2B,3,Northeast Region,2,Northeast
Campsite,40E,,,Drive-In Electric,,,Bear Head Lake Campground,,Bear Head Lake State Park,SPK00109,State Park,Global Positioning System,t,,62,12,Gravel,B,t,t,10x10,Grass/ Bare Ground,.2 mile,399',399',.4 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,St. Louis,2B,3,Northeast Region,2,Northeast
Campsite,41E,,,Drive-In Electric,,,Bear Head Lake Campground,,Bear Head Lake State Park,SPK00109,State Park,Global Positioning System,t,,62,10,Gravel,B,t,t,8x12,Grass/ Bare Ground,.2 mile,330',330',.3 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,St. Louis,2B,3,Northeast Region,2,Northeast
Campsite,42E,,,Drive-In Electric,,,Bear Head Lake Campground,,Bear Head Lake State Park,SPK00109,State Park,Global Positioning System,t,,64,11,Gravel,B,t,t,11x16,Grass/ Bare Ground,.2 mile,269',269',.3 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,St. Louis,2B,3,Northeast Region,2,Northeast
Campsite,43E,,,Drive-In Electric,,,Bear Head Lake Campground,,Bear Head Lake State Park,SPK00109,State Park,Global Positioning System,t,,49,11,Gravel,B,t,t,12x15,Grass/ Bare Ground,.2 mile,282',282',.3 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,St. Louis,2B,3,Northeast Region,2,Northeast
Campsite,44E,,,Drive-In Electric,,,Bear Head Lake Campground,,Bear Head Lake State Park,SPK00109,State Park,Global Positioning System,t,,58,11,Gravel,B,t,t,10x12,Grass/ Bare Ground,.2 mile,186',186',.3 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,St. Louis,2B,3,Northeast Region,2,Northeast
Campsite,45E,,,Drive-In Electric,,,Bear Head Lake Campground,,Bear Head Lake State Park,SPK00109,State Park,Global Positioning System,t,,55,10,Gravel,B,t,t,12x12,Grass/ Bare Ground,.2 mile,186',186',.3 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,St. Louis,2B,3,Northeast Region,2,Northeast
Campsite,46E,,,Drive-In Electric,,,Bear Head Lake Campground,,Bear Head Lake State Park,SPK00109,State Park,Global Positioning System,t,,62,11,Gravel,B,t,t,14x15,Grass/ Bare Ground,.2 mile,293',293',.3 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,St. Louis,2B,3,Northeast Region,2,Northeast
Campsite,47E,,,Drive-In Electric,,,Bear Head Lake Campground,,Bear Head Lake State Park,SPK00109,State Park,Global Positioning System,t,,56,11,Gravel,B,t,t,8x10,Grass/ Bare Ground,.2 mile,324',324',.3 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,St. Louis,2B,3,Northeast Region,2,Northeast
Campsite,48E,,,Drive-In Electric,,,Bear Head Lake Campground,,Bear Head Lake State Park,SPK00109,State Park,Global Positioning System,t,,54,11,Gravel,B,t,t,14x16,Grass/ Bare Ground,.2 mile,387',387',.3 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,St. Louis,2B,3,Northeast Region,2,Northeast
Campsite,49E,,,Drive-In Electric,,,Bear Head Lake Campground,,Bear Head Lake State Park,SPK00109,State Park,Global Positioning System,t,,56,10,Gravel,B,t,t,11x12,Grass/ Bare Ground,.1 mile,420',420',.3 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,St. Louis,2B,3,Northeast Region,2,Northeast
Campsite,50E,,,Drive-In Electric,,,Bear Head Lake Campground,,Bear Head Lake State Park,SPK00109,State Park,Global Positioning System,t,,48,11,Gravel,B,t,t,12x14,Grass/ Bare Ground,.1 mile,486',486',.3 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,St. Louis,2B,3,Northeast Region,2,Northeast
Campsite,52E,,,Drive-In Electric,,,Bear Head Lake Campground,,Bear Head Lake State Park,SPK00109,State Park,Global Positioning System,t,,56,12,Gravel,B,t,t,14x18,Grass/ Bare Ground,.1 mile,483',483',.6 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,St. Louis,2B,3,Northeast Region,2,Northeast
