CAMPING_UNIT_TYPE,CAMPING_UNIT_NAME,ID,NAME,CAMPSITE_TYPE_NAME,CAMPING_UNIT_DESCRIP,CAMPGROUND_LOOP_NAME,CAMPGROUND_NAME,CAMPGROUND_TYPE_NAME,CONTAINING_MGMT_UNIT_NAME,LAM_PROGRAM_PROJECT_CODE,CONTAINING_MGMT_UNIT_TYPE_NAME,SHAPE_COLLECTION_METHOD,AMPS_30_FLAG,AMPS_50_FLAG,SITE_PAD_LENGTH_FT,SITE_PAD_WIDTH_FT,SITE_PAD_TYPE_NAME,PULL_THROUGH_BACK_IN_FLAG,LEFT_SLIDE_OUT_FLAG,RIGHT_SLIDE_OUT_FLAG,TENT_PAD_DIMENSIONS_FT_X_FT,TENT_PAD_TYPE_NAME,DISTANCE_TO_WATER_BODY,DISTANCE_TO_RESTROOM,DISTANCE_TO_SHOWER,DISTANCE_TO_DUMP_STATION,HIKE_IN_DISTANCE,PICNIC_TABLE_FLAG,ADA_ACCESSIBLE_FLAG,DIRECTIONS,FOOD_LOCKER_FLAG,WATER_FRONT_FLAG,PETS_ALLOWED_FLAG,CAPACITY_PEOPLE,CAPACITY_VEHICLES,FIRE_RING_FLAG,GRILL_TYPE_NAME,SEATING_TYPE_NAME,SHADE_TYPE_NAME,COUNTY_NAME,PAT_AREA_NAME,PAT_DISTRICT_NAME,DNR_REGION_NAME,DNR_REGION_CODE,MN_TOURISM_REGION_NAME
Campsite,47E,,,Drive-In Electric,,,Jay Cooke Campground,,Jay Cooke State Park,SPK00187,State Park,Global Positioning System,,t,39,13,Gravel,B,,,,,.3 mile,119',119',.2 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Carlton,2D,5,Northeast Region,2,Northeast
Campsite,48E,,,Drive-In Electric,,,Jay Cooke Campground,,Jay Cooke State Park,SPK00187,State Park,Global Positioning System,,t,30,9,Gravel,B,,,16x16,Gravel/ Sand,.3 mile,238',238',.2 mile,,t,,,f,,t,6,1,t,On Fire Ring,,No ,Carlton,2D,5,Northeast Region,2,Northeast
Campsite,50E,,,Drive-In Electric,,,Jay Cooke Campground,,Jay Cooke State Park,SPK00187,State Park,Global Positioning System,t,,44,11,Gravel,B,,,,,.3 mile,377',377',.2 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Carlton,2D,5,Northeast Region,2,Northeast
Campsite,52E,,,Drive-In Electric,,,Jay Cooke Campground,,Jay Cooke State Park,SPK00187,State Park,Global Positioning System,t,,32,12,Gravel,B,,,12x12,Gravel/ Sand,.4 mile,501',501',.3 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Carlton,2D,5,Northeast Region,2,Northeast
Campsite,55E,,,Drive-In Electric,,,Jay Cooke Campground,,Jay Cooke State Park,SPK00187,State Park,Global Positioning System,t,,33,12,Gravel,B,,,12x12,Gravel/ Sand,.4 mile,640',640',.3 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Carlton,2D,5,Northeast Region,2,Northeast
Campsite,57E,,,Drive-In Electric,,,Jay Cooke Campground,,Jay Cooke State Park,SPK00187,State Park,Global Positioning System,t,,45,13,Gravel,B,,,,,.4 mile,484',484',.3 mile,,t,t,,f,,t,6,1,t,On Fire Ring,,Partially,Carlton,2D,5,Northeast Region,2,Northeast
Campsite,59E,,,Drive-In Electric,,,Jay Cooke Campground,,Jay Cooke State Park,SPK00187,State Park,Global Positioning System,t,,30,13,Gravel,B,,,,,.4 mile,378',378',.3 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Carlton,2D,5,Northeast Region,2,Northeast
Campsite,61E-NR,,,Drive-In Electric,,,Jay Cooke Campground,,Jay Cooke State Park,SPK00187,State Park,Global Positioning System,t,,40,10,Gravel,B,,,,,.4 mile,259',259',.3 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Carlton,2D,5,Northeast Region,2,Northeast
Campsite,64E-NR,,,Drive-In Electric,,,Jay Cooke Campground,,Jay Cooke State Park,SPK00187,State Park,Global Positioning System,,t,40,11,Gravel,B,,,,,.3 mile,146',146',.4 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Carlton,2D,5,Northeast Region,2,Northeast
Campsite,82-NR,,,Walk-In,,,Jay Cooke Campground,,Jay Cooke State Park,SPK00187,State Park,Heads-Up Digitizing,,,,,,,,,16x16,Gravel/ Sand,.4 mile,.2 mile,.2 mile,.1 mile,,t,,,f,,t,6,2,t,On Fire Ring,,Partially,Carlton,2D,5,Northeast Region,2,Northeast
Campsite,83-NR,,,Walk-In,,,Jay Cooke Campground,,Jay Cooke State Park,SPK00187,State Park,Heads-Up Digitizing,,,,,,,,,16x16,Gravel/ Sand,.4 mile,.2 mile,.2 mile,.1 mile,,t,,,f,,t,6,2,t,On Fire Ring,,Partially,Carlton,2D,5,Northeast Region,2,Northeast
Campsite,AR,,,Backpack,,,Jay Cooke Campground,,Jay Cooke State Park,SPK00187,State Park,Global Positioning System,,,,,,,,,,Grass/ Bare Ground,.1 mile,Primitive,,,,t,,,f,,t,6,2,t,On Fire Ring,,Partially,Carlton,2D,5,Northeast Region,2,Northeast
Campsite,HL,,,Backpack,,,Jay Cooke Campground,,Jay Cooke State Park,SPK00187,State Park,Global Positioning System,,,,,,,,,,Grass/ Bare Ground,0,Primitive,,,,t,,,t,,t,6,2,t,On Fire Ring,,Partially,Carlton,2D,5,Northeast Region,2,Northeast
Campsite,LL-NR,,,Backpack,,,Jay Cooke Campground,,Jay Cooke State Park,SPK00187,State Park,Global Positioning System,,,,,,,,,,Grass/ Bare Ground,.1 mile,,,,,t,,,f,,t,6,2,t,On Fire Ring,,Partially,Carlton,2D,5,Northeast Region,2,Northeast
Campsite,SC,,,Backpack,,,Jay Cooke Campground,,Jay Cooke State Park,SPK00187,State Park,Global Positioning System,,,,,,,,,,Grass/ Bare Ground,0,Primitive,,,,t,,,f,,t,6,2,t,On Fire Ring,,Partially,Carlton,2D,5,Northeast Region,2,Northeast
Campsite,2,,,Drive-In,,,Judge C. R. Magney Campground,,Judge C. R. Magney State Park,SPK00193,State Park,Heads-Up Digitizing,,,40,12,Gravel,B,,,12x12,Grass/ Bare Ground,.2 mile,350',350',15 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Cook,2C,4,Northeast Region,2,Northeast
Campsite,3,,,Drive-In,,,Judge C. R. Magney Campground,,Judge C. R. Magney State Park,SPK00193,State Park,Heads-Up Digitizing,,,40,12,Gravel,B,,,10x12,Grass/ Bare Ground,.2 mile,250',250',15 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Cook,2C,4,Northeast Region,2,Northeast
Campsite,4,,,Drive-In,,,Judge C. R. Magney Campground,,Judge C. R. Magney State Park,SPK00193,State Park,Heads-Up Digitizing,,,50,12,Gravel,B,,,16x16,Grass/ Bare Ground,.2 mile,195',195',15 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Cook,2C,4,Northeast Region,2,Northeast
Campsite,5,,,Drive-In,,,Judge C. R. Magney Campground,,Judge C. R. Magney State Park,SPK00193,State Park,Heads-Up Digitizing,,,40,12,Gravel,B,,,10x12,Grass/ Bare Ground,.2 mile,175',175',15 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Cook,2C,4,Northeast Region,2,Northeast
Campsite,6,,,Drive-In,,,Judge C. R. Magney Campground,,Judge C. R. Magney State Park,SPK00193,State Park,Heads-Up Digitizing,,,35,12,Gravel,B,,,12x12,Grass/ Bare Ground,.2 mile,130',130',15 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Cook,2C,4,Northeast Region,2,Northeast
Campsite,7,,,Drive-In,,,Judge C. R. Magney Campground,,Judge C. R. Magney State Park,SPK00193,State Park,Heads-Up Digitizing,,,50,12,Gravel,B,,,10x12,Grass/ Bare Ground,.2 mile,110',110',15 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Cook,2C,4,Northeast Region,2,Northeast
Campsite,8,,,Drive-In,,,Judge C. R. Magney Campground,,Judge C. R. Magney State Park,SPK00193,State Park,Heads-Up Digitizing,,,40,12,Gravel,B,,,10x12,Grass/ Bare Ground,.2 mile,135',135',15 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Cook,2C,4,Northeast Region,2,Northeast
Campsite,9,,,Drive-In,,,Judge C. R. Magney Campground,,Judge C. R. Magney State Park,SPK00193,State Park,Heads-Up Digitizing,,,25,12,Gravel,B,,,12x12,Grass/ Bare Ground,.3 mile,65',65',15 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Cook,2C,4,Northeast Region,2,Northeast
Campsite,10,,,Drive-In,,,Judge C. R. Magney Campground,,Judge C. R. Magney State Park,SPK00193,State Park,Heads-Up Digitizing,,,40,12,Gravel,B,,,12x12,Grass/ Bare Ground,.3 mile,190',190',15 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Cook,2C,4,Northeast Region,2,Northeast
Campsite,11,,,Drive-In,,,Judge C. R. Magney Campground,,Judge C. R. Magney State Park,SPK00193,State Park,Heads-Up Digitizing,,,50,12,Gravel,B,,,12x16,Grass/ Bare Ground,.3 mile,205',205',15 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Cook,2C,4,Northeast Region,2,Northeast
Campsite,12,,,Drive-In,,,Judge C. R. Magney Campground,,Judge C. R. Magney State Park,SPK00193,State Park,Heads-Up Digitizing,,,40,12,Gravel,B,,,8x10,Grass/ Bare Ground,.3 mile,175',175',15 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Cook,2C,4,Northeast Region,2,Northeast
Campsite,13,,,Drive-In,,,Judge C. R. Magney Campground,,Judge C. R. Magney State Park,SPK00193,State Park,Heads-Up Digitizing,,,35,12,Gravel,B,,,12x16,Grass/ Bare Ground,.3 mile,60',60',15 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Cook,2C,4,Northeast Region,2,Northeast
Campsite,14,,,Drive-In,,,Judge C. R. Magney Campground,,Judge C. R. Magney State Park,SPK00193,State Park,Heads-Up Digitizing,,,45,12,Gravel,B,,,10x12,Grass/ Bare Ground,.2 mile,90',90',15 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Cook,2C,4,Northeast Region,2,Northeast
Campsite,15,,,Drive-In,,,Judge C. R. Magney Campground,,Judge C. R. Magney State Park,SPK00193,State Park,Heads-Up Digitizing,,,45,12,Gravel,B,,,10x12,Grass/ Bare Ground,.2 mile,115',115',15 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Cook,2C,4,Northeast Region,2,Northeast
Campsite,16,,,Drive-In,,,Judge C. R. Magney Campground,,Judge C. R. Magney State Park,SPK00193,State Park,Heads-Up Digitizing,,,45,12,Gravel,B,,,10x12,Grass/ Bare Ground,.2 mile,170',170',15 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Cook,2C,4,Northeast Region,2,Northeast
Campsite,17,,,Drive-In,,,Judge C. R. Magney Campground,,Judge C. R. Magney State Park,SPK00193,State Park,Heads-Up Digitizing,,,35,12,Gravel,B,,,10x12,Grass/ Bare Ground,.2 mile,255',255',15 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Cook,2C,4,Northeast Region,2,Northeast
Campsite,18,,,Drive-In,,,Judge C. R. Magney Campground,,Judge C. R. Magney State Park,SPK00193,State Park,Heads-Up Digitizing,,,45,12,Gravel,B,,,8x10,Grass/ Bare Ground,.2 mile,270',270',15 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Cook,2C,4,Northeast Region,2,Northeast
Campsite,19,,,Drive-In,,,Judge C. R. Magney Campground,,Judge C. R. Magney State Park,SPK00193,State Park,Heads-Up Digitizing,,,45,12,Gravel,B,,,10x12,Grass/ Bare Ground,.2 mile,355',350',15 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Cook,2C,4,Northeast Region,2,Northeast
Campsite,01-NR,,,Drive-In,,,Judge C. R. Magney Campground,,Judge C. R. Magney State Park,SPK00193,State Park,Heads-Up Digitizing,,,25,12,Gravel,B,,,12x12,Grass/ Bare Ground,.2 mile,,410',15 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Cook,2C,4,Northeast Region,2,Northeast
Campsite,20-NR,,,Drive-In,,,Judge C. R. Magney Campground,,Judge C. R. Magney State Park,SPK00193,State Park,Heads-Up Digitizing,,,35,12,Gravel,B,,,8x10,Grass/ Bare Ground,.3 mile,250',250',15 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Cook,2C,4,Northeast Region,2,Northeast
Campsite,21-NR,,,Drive-In,,,Judge C. R. Magney Campground,,Judge C. R. Magney State Park,SPK00193,State Park,Heads-Up Digitizing,,,50,12,Gravel,B,,,12x16,Grass/ Bare Ground,.3 mile,270',270',15 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Cook,2C,4,Northeast Region,2,Northeast
Campsite,22-NR,,,Drive-In,,,Judge C. R. Magney Campground,,Judge C. R. Magney State Park,SPK00193,State Park,Heads-Up Digitizing,,,40,12,Gravel,B,,,10x12,Grass/ Bare Ground,.2 mile,240',240',15 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Cook,2C,4,Northeast Region,2,Northeast
Campsite,23-NR,,,Drive-In,,,Judge C. R. Magney Campground,,Judge C. R. Magney State Park,SPK00193,State Park,Heads-Up Digitizing,,,35,12,Gravel,B,,,12x12,Grass/ Bare Ground,.2 mile,265',265',15 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Cook,2C,4,Northeast Region,2,Northeast
Campsite,24-NR,,,Drive-In,,,Judge C. R. Magney Campground,,Judge C. R. Magney State Park,SPK00193,State Park,Heads-Up Digitizing,,,30,12,Gravel,B,,,12x16,Grass/ Bare Ground,.2 mile,320',320',15 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Cook,2C,4,Northeast Region,2,Northeast
Campsite,25-NR,,,Drive-In,,,Judge C. R. Magney Campground,,Judge C. R. Magney State Park,SPK00193,State Park,Heads-Up Digitizing,,,35,12,Gravel,B,,,12x16,Grass/ Bare Ground,.2 mile,380',380',15 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Cook,2C,4,Northeast Region,2,Northeast
Campsite,26-NR,,,Drive-In,,,Judge C. R. Magney Campground,,Judge C. R. Magney State Park,SPK00193,State Park,Heads-Up Digitizing,,,45,12,Gravel,B,,,8X10,Grass/ Bare Ground,.2 mile,440',440',15 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Cook,2C,4,Northeast Region,2,Northeast
Campsite,27-NR,,,Drive-In,,,Judge C. R. Magney Campground,,Judge C. R. Magney State Park,SPK00193,State Park,Heads-Up Digitizing,,,30,12,Gravel,B,,,8x10,Grass/ Bare Ground,.2 mile,440',440',15 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Cook,2C,4,Northeast Region,2,Northeast
Campsite,1,,,,,,Woodenfrog Campground and Day Use Area,State Forest Campground and Day Use Area,Kabetogama State Forest,SFT00027,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Louis,,,,,
Campsite,2,,,,,,Woodenfrog Campground and Day Use Area,State Forest Campground and Day Use Area,Kabetogama State Forest,SFT00027,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Louis,,,,,
Campsite,3,,,,,,Woodenfrog Campground and Day Use Area,State Forest Campground and Day Use Area,Kabetogama State Forest,SFT00027,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Louis,,,,,
Campsite,4,,,,,,Woodenfrog Campground and Day Use Area,State Forest Campground and Day Use Area,Kabetogama State Forest,SFT00027,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Louis,,,,,
Campsite,5,,,,,,Woodenfrog Campground and Day Use Area,State Forest Campground and Day Use Area,Kabetogama State Forest,SFT00027,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Louis,,,,,
Campsite,6,,,,,,Woodenfrog Campground and Day Use Area,State Forest Campground and Day Use Area,Kabetogama State Forest,SFT00027,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Louis,,,,,
Campsite,7,,,,,,Woodenfrog Campground and Day Use Area,State Forest Campground and Day Use Area,Kabetogama State Forest,SFT00027,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Louis,,,,,
Campsite,8,,,,,,Woodenfrog Campground and Day Use Area,State Forest Campground and Day Use Area,Kabetogama State Forest,SFT00027,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Louis,,,,,
Campsite,9,,,,,,Woodenfrog Campground and Day Use Area,State Forest Campground and Day Use Area,Kabetogama State Forest,SFT00027,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Louis,,,,,
Campsite,10,,,,,,Woodenfrog Campground and Day Use Area,State Forest Campground and Day Use Area,Kabetogama State Forest,SFT00027,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Louis,,,,,
Campsite,11,,,,,,Woodenfrog Campground and Day Use Area,State Forest Campground and Day Use Area,Kabetogama State Forest,SFT00027,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Louis,,,,,
Campsite,12,,,,,,Woodenfrog Campground and Day Use Area,State Forest Campground and Day Use Area,Kabetogama State Forest,SFT00027,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Louis,,,,,
Campsite,13,,,,,,Woodenfrog Campground and Day Use Area,State Forest Campground and Day Use Area,Kabetogama State Forest,SFT00027,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Louis,,,,,
Campsite,14,,,,,,Woodenfrog Campground and Day Use Area,State Forest Campground and Day Use Area,Kabetogama State Forest,SFT00027,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Louis,,,,,
Campsite,15,,,,,,Woodenfrog Campground and Day Use Area,State Forest Campground and Day Use Area,Kabetogama State Forest,SFT00027,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Louis,,,,,
Campsite,16,,,,,,Woodenfrog Campground and Day Use Area,State Forest Campground and Day Use Area,Kabetogama State Forest,SFT00027,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Louis,,,,,
Campsite,17,,,,,,Woodenfrog Campground and Day Use Area,State Forest Campground and Day Use Area,Kabetogama State Forest,SFT00027,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Louis,,,,,
Campsite,18,,,,,,Woodenfrog Campground and Day Use Area,State Forest Campground and Day Use Area,Kabetogama State Forest,SFT00027,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Louis,,,,,
Campsite,19,,,,,,Woodenfrog Campground and Day Use Area,State Forest Campground and Day Use Area,Kabetogama State Forest,SFT00027,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Louis,,,,,
Campsite,20,,,,,,Woodenfrog Campground and Day Use Area,State Forest Campground and Day Use Area,Kabetogama State Forest,SFT00027,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Louis,,,,,
Campsite,21,,,,,,Woodenfrog Campground and Day Use Area,State Forest Campground and Day Use Area,Kabetogama State Forest,SFT00027,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Louis,,,,,
Campsite,22,,,,,,Woodenfrog Campground and Day Use Area,State Forest Campground and Day Use Area,Kabetogama State Forest,SFT00027,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Louis,,,,,
Campsite,23,,,,,,Woodenfrog Campground and Day Use Area,State Forest Campground and Day Use Area,Kabetogama State Forest,SFT00027,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Louis,,,,,
Campsite,24,,,,,,Woodenfrog Campground and Day Use Area,State Forest Campground and Day Use Area,Kabetogama State Forest,SFT00027,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Louis,,,,,
Campsite,25,,,,,,Woodenfrog Campground and Day Use Area,State Forest Campground and Day Use Area,Kabetogama State Forest,SFT00027,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Louis,,,,,
Campsite,26,,,,,,Woodenfrog Campground and Day Use Area,State Forest Campground and Day Use Area,Kabetogama State Forest,SFT00027,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Louis,,,,,
Campsite,27,,,,,,Woodenfrog Campground and Day Use Area,State Forest Campground and Day Use Area,Kabetogama State Forest,SFT00027,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Louis,,,,,
Campsite,28,,,,,,Woodenfrog Campground and Day Use Area,State Forest Campground and Day Use Area,Kabetogama State Forest,SFT00027,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Louis,,,,,
Campsite,29,,,,,,Woodenfrog Campground and Day Use Area,State Forest Campground and Day Use Area,Kabetogama State Forest,SFT00027,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Louis,,,,,
Campsite,30,,,,,,Woodenfrog Campground and Day Use Area,State Forest Campground and Day Use Area,Kabetogama State Forest,SFT00027,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Louis,,,,,
Campsite,31,,,,,,Woodenfrog Campground and Day Use Area,State Forest Campground and Day Use Area,Kabetogama State Forest,SFT00027,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Louis,,,,,
Campsite,32,,,,,,Woodenfrog Campground and Day Use Area,State Forest Campground and Day Use Area,Kabetogama State Forest,SFT00027,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Louis,,,,,
Campsite,33,,,,,,Woodenfrog Campground and Day Use Area,State Forest Campground and Day Use Area,Kabetogama State Forest,SFT00027,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Louis,,,,,
Campsite,34,,,,,,Woodenfrog Campground and Day Use Area,State Forest Campground and Day Use Area,Kabetogama State Forest,SFT00027,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Louis,,,,,
Campsite,35,,,,,,Woodenfrog Campground and Day Use Area,State Forest Campground and Day Use Area,Kabetogama State Forest,SFT00027,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Louis,,,,,
Campsite,36,,,,,,Woodenfrog Campground and Day Use Area,State Forest Campground and Day Use Area,Kabetogama State Forest,SFT00027,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Louis,,,,,
Campsite,37,,,,,,Woodenfrog Campground and Day Use Area,State Forest Campground and Day Use Area,Kabetogama State Forest,SFT00027,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Louis,,,,,
Campsite,38,,,,,,Woodenfrog Campground and Day Use Area,State Forest Campground and Day Use Area,Kabetogama State Forest,SFT00027,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Louis,,,,,
Campsite,39,,,,,,Woodenfrog Campground and Day Use Area,State Forest Campground and Day Use Area,Kabetogama State Forest,SFT00027,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Louis,,,,,
Campsite,40,,,,,,Woodenfrog Campground and Day Use Area,State Forest Campground and Day Use Area,Kabetogama State Forest,SFT00027,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Louis,,,,,
Campsite,41,,,,,,Woodenfrog Campground and Day Use Area,State Forest Campground and Day Use Area,Kabetogama State Forest,SFT00027,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Louis,,,,,
Campsite,42,,,,,,Woodenfrog Campground and Day Use Area,State Forest Campground and Day Use Area,Kabetogama State Forest,SFT00027,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Louis,,,,,
Campsite,43,,,,,,Woodenfrog Campground and Day Use Area,State Forest Campground and Day Use Area,Kabetogama State Forest,SFT00027,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Louis,,,,,
Campsite,44,,,,,,Woodenfrog Campground and Day Use Area,State Forest Campground and Day Use Area,Kabetogama State Forest,SFT00027,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Louis,,,,,
Campsite,45,,,,,,Woodenfrog Campground and Day Use Area,State Forest Campground and Day Use Area,Kabetogama State Forest,SFT00027,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Louis,,,,,
Campsite,46,,,,,,Woodenfrog Campground and Day Use Area,State Forest Campground and Day Use Area,Kabetogama State Forest,SFT00027,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Louis,,,,,
Campsite,47,,,,,,Woodenfrog Campground and Day Use Area,State Forest Campground and Day Use Area,Kabetogama State Forest,SFT00027,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Louis,,,,,
Campsite,48,,,,,,Woodenfrog Campground and Day Use Area,State Forest Campground and Day Use Area,Kabetogama State Forest,SFT00027,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Louis,,,,,
Campsite,49,,,,,,Woodenfrog Campground and Day Use Area,State Forest Campground and Day Use Area,Kabetogama State Forest,SFT00027,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Louis,,,,,
Campsite,50,,,,,,Woodenfrog Campground and Day Use Area,State Forest Campground and Day Use Area,Kabetogama State Forest,SFT00027,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Louis,,,,,
Campsite,51,,,,,,Woodenfrog Campground and Day Use Area,State Forest Campground and Day Use Area,Kabetogama State Forest,SFT00027,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Louis,,,,,
Campsite,52,,,,,,Woodenfrog Campground and Day Use Area,State Forest Campground and Day Use Area,Kabetogama State Forest,SFT00027,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Louis,,,,,
Campsite,53,,,,,,Woodenfrog Campground and Day Use Area,State Forest Campground and Day Use Area,Kabetogama State Forest,SFT00027,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Louis,,,,,
Campsite,54,,,,,,Woodenfrog Campground and Day Use Area,State Forest Campground and Day Use Area,Kabetogama State Forest,SFT00027,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Louis,,,,,
Campsite,55,,,,,,Woodenfrog Campground and Day Use Area,State Forest Campground and Day Use Area,Kabetogama State Forest,SFT00027,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Louis,,,,,
